state,county,party,candidate,fraction_votes,latitude,longitude
IA,Audubon,Republican,Chris Christie,0.003,41.679849833333336,-94.92342383333335
IA,Audubon,Republican,Rick Santorum,0.0,41.679849833333336,-94.92342383333335
IA,Audubon,Democrat,Hillary Clinton,0.625,41.679849833333336,-94.92342383333335
IA,Audubon,Democrat,Bernie Sanders,0.375,41.679849833333336,-94.92342383333335
IA,Audubon,Democrat,Martin O'Malley,0.0,41.679849833333336,-94.92342383333335
IA,Audubon,Democrat, Uncommitted,0.0,41.679849833333336,-94.92342383333335
IA,Benton,Republican,Ted Cruz,0.365,42.02933646666666,-92.0300726
IA,Benton,Republican,Donald Trump,0.251,42.02933646666666,-92.0300726
IA,Benton,Republican,Marco Rubio,0.15,42.02933646666666,-92.0300726
IA,Benton,Republican,Ben Carson,0.105,42.02933646666666,-92.0300726
IA,Benton,Republican,Rand Paul,0.044,42.02933646666666,-92.0300726
IA,Benton,Republican,Carly Fiorina,0.021,42.02933646666666,-92.0300726
IA,Benton,Republican,Mike Huckabee,0.021,42.02933646666666,-92.0300726
IA,Benton,Republican,John Kasich,0.017,42.02933646666666,-92.0300726
IA,Benton,Republican,Chris Christie,0.014,42.02933646666666,-92.0300726
IA,Benton,Republican,Jeb Bush,0.006999999999999999,42.02933646666666,-92.0300726
IA,Benton,Republican,Rick Santorum,0.006,42.02933646666666,-92.0300726
IA,Benton,Democrat,Hillary Clinton,0.56,42.02933646666666,-92.0300726
IA,Benton,Democrat,Bernie Sanders,0.44,42.02933646666666,-92.0300726
IA,Benton,Democrat,Martin O'Malley,0.0,42.02933646666666,-92.0300726
IA,Benton,Democrat, Uncommitted,0.0,42.02933646666666,-92.0300726
IA,Black Hawk,Republican,Ted Cruz,0.268,42.46672973333334,-92.28532799999999
